Organisation Name,Trading Name,Certificate ID,Suburb/City,Country,Status,Current Certification Date,Certification Expiry Date,Phone,Email,Website
TerryWhite Chemmart Sunshine Plaza,,4473,MAROOCHYDORE,Australia,Active,2026-02-25,2028-05-24,0754434466,sunshineplaza@terrywhitechemmart.com.au,https://www.terrywhitechemists.com.au/stores/maroochydore1
TerryWhite Chemmart Surrey Hills South,,776,SURREY HILLS,Australia,Active,2024-06-20,2026-09-20,0398304910,surreyhillssouth@twcmgroup.com,
TerryWhite Chemmart Tanilba Bay,,3127,TANILBA BAY,Australia,Active,2026-06-26,2028-09-26,0249823130,tanilbabay@terrywhitechemmart.com.au,https://terrywhitechemmart.com.au/stores/terrywhite-chemmart-tanilba-bay
TerryWhite Chemmart Taree,,3502,TAREE,Australia,Active,2025-03-06,2027-06-05,0265517766,taree@synergypharmacy.com.au,https://www.terrywhitechemmart.com.au/
TerryWhite Chemmart Tewantin,,1980,TEWANTIN,Australia,Active,2025-06-18,2027-09-18,0754497899,pharmacy@pricelinetewantin.com.au,https://www.priceline.com.au/
TerryWhite Chemmart Toowong,,276,TOOWONG,Australia,Active,2026-06-25,2028-09-25,0738707470,manager@twctoowong.com.au,https://www.terrywhitechemmart.com.au/
Terrywhite Chemmart Toowoomba Medical and Dental Centre,,5546,TOOWOOMBA,Australia,Active,2025-04-21,2027-07-21,,,
TerryWhite Chemmart Toowoon Bay,,4462,TOOWOON BAY,Australia,Active,2025-08-20,2027-11-20,02 4332 1393,mail@toowoonbaypharmacy.au,https://bookings.amcal.com.au/v2/appointment/book_webplugin/81923#specialty-selection
TerryWhite Chemmart Torrensville,,2449,TORRENSVILLE,Australia,Active,2025-09-19,2027-12-19,08 8443 5155,torrensville@terrywhitechemmart.com.au,http://www.chemmart.com.au
TerryWhite Chemmart Traralgon Village,,7046,TRARALGON,Australia,Active,2025-04-07,2027-07-07,03 5176 0635,,
TerryWhite Chemmart Trinity Medical Centre,,6007,PORT ADELAIDE,Australia,Active,2025-04-10,2027-07-10,08 8249 2050,,https://terrywhitechemmart.com.au/stores/terrywhite-chemmart-trinity-medical-centre?utm_source=bing&utm_medium=organic&utm_campaign=Bing%20Places&utm_content=TerryWhite%20Chemmart%20Trinity%20Medical%20Centre%20-%20Port%20Adelaide&utm_term=plcid_9501887769805207531
TerryWhite Chemmart Tuggerah,,1858,TUGGERAH,Australia,Active,2025-03-19,2027-06-18,02 4353 5550,WestfieldTuggerah@twcmgroup.com,
Terrywhite Chemmart Two Wells,,2987,TWO WELLS,Australia,Active,2025-06-24,2027-09-24,,,
TerryWhite Chemmart Unihealth,,6614,MUNNO PARA,Australia,Active,2024-11-12,2027-02-12,0882544522,,
TerryWhite Chemmart Unley,,1169,UNLEY,Australia,Active,2026-04-17,2028-07-17,08 8271 9489,unley@terrywhitechemmart.com.au,https://www.terrywhitechemmart.com.au/
TerryWhite Chemmart Upper Kedron,,6989,UPPER KEDRON,Australia,Active,2026-03-04,2028-06-04,07 3472 7766,,
TerryWhite Chemmart Urraween,,6023,HERVEY BAY,Australia,Active,2025-09-30,2027-12-30,,,
TerryWhite Chemmart Valley Metro,,3843,FORTITUDE VALLEY,Australia,Active,2024-06-24,2026-09-24,07 3252 8034,dispensary@valleymetro.whiteretail.com,https://www.terrywhitechemmart.com.au
TerryWhite Chemmart Victoria Point,,7091,VICTORIA POINT,Australia,Active,2026-04-08,2028-07-08,07 3483 1433,,
TerryWhite Chemmart Vincent,,1630,VINCENT,Australia,Active,2025-03-19,2027-06-18,,,
TerryWhite Chemmart Waikiki,,2057,WAIKIKI,Australia,Active,2025-04-11,2027-07-11,08 9591 3011,waikiki@twcmgroup.com,
TerryWhite Chemmart Walkerville,,4229,WALKERVILLE,Australia,Active,2024-09-07,2026-12-07,08 8344 1329,walkerville@terrywhitechemmart.com.au,https://www.terrywhitechemmart.com.au/
TerryWhite Chemmart Wandin North,,5909,WANDIN NORTH,Australia,Active,2025-06-20,2027-09-20,03 5964 2274,Wandinnorth@terrywhitechemmart.com.au,http://www.wandinnorthpharmacy.com.au/
TerryWhite Chemmart Warrandyte,,1561,WARRANDYTE,Australia,Active,2024-06-07,2026-09-07,03 9844 2029,warrandyte@nhpharmacy.com.au,https://www.neighbourhoodpharmacy.com.au/
TerryWhite Chemmart Warwick,,2077,WARWICK,Australia,Active,2025-10-16,2028-01-16,08 9448 2900,warwick@terrywhitechemmart.com.au,www.terrywhitechemmart.com.au
TerryWhite Chemmart Watergardens,,4623,TAYLORS LAKES,Australia,Active,2025-10-23,2028-01-23,03 9449 2999,watergardenspcy@yahoo.com,www.terrywhitechemmart.com.au
Terrywhite Chemmart Waterside Centre,,6981,CLYDE NORTH,Australia,Active,2026-02-19,2028-05-19,03 9707 7100,waterside@terrywhitechemmart.com.au,https://terrywhitechemmart.com.au/
TerryWhite Chemmart Wellington Point Pharmacy,,924,WELLINGTON POINT,Australia,Active,2025-05-21,2027-08-21,07 3207 2365,wellingtonpoint@terrywhitechemmart.com.au,https://www.terrywhitechemmart.com.au/stores/?detail=17317
TerryWhite Chemmart Wembley Downs,,1016,WEMBLEY DOWNS,Australia,Active,2026-04-19,2028-07-19,08 9341 3404,wembleydowns@twcmgroup.com,https://www.terrywhitechemmart.com.au/store-locator/
TerryWhite Chemmart Wentworth Falls,,979,WENTWORTH FALLS,Australia,Active,2025-06-26,2027-09-26,02 4757 1410,wentworthfalls@terrywhitechemmart.com.au,https://terrywhitechemmart.com.au/stores/terrywhite-chemmart-wentworth-falls
TerryWhite Chemmart West Beach,,3240,WEST BEACH,Australia,Active,2026-04-21,2028-07-21,08 8356 8838,WestBeach@twcmgroup.com,
TerryWhite Chemmart West Hobart,,2506,WEST HOBART,Australia,Active,2024-06-04,2026-09-04,03 6223 8243,advice@dsdp.com.au,www.daveystreetdiscountpharmacy.com.au
TerryWhite Chemmart West Lakes Shore,,2285,WEST LAKES SHORE,Australia,Active,2024-08-08,2026-11-08,08 8449 8302,westlakesshore@terrywhitechemmart.com.au,https://www.terrywhitechemmart.com.au/
TerryWhite Chemmart West Leederville Pharmacy,,2578,WEST LEEDERVILLE,Australia,Active,2025-06-20,2027-09-20,08 9381 5087,wlpharmacy@westnet.com.au,http://www.soulpattinson.com.au/
TerryWhite Chemmart West Village,,4594,WEST END,Australia,Active,2024-11-10,2027-02-10,0738443086,westvillage@twcmgroup.com,https://www.tanospharmacy.com.au
TerryWhite Chemmart West Wyalong,,6705,WEST WYALONG,Australia,Active,2026-02-24,2028-05-24,0269720101,,
TerryWhite Chemmart Westmead,,6389,WESTMEAD,Australia,Active,2026-03-30,2028-06-30,02 8865 7797,mcbeath.westmead@mcbeath.com.au,https://www.mcbeath.com.au/
TerryWhite Chemmart Westpoint,,5472,BLACKTOWN,Australia,Active,2024-06-14,2026-09-14,02 9621 2168,friendlycompoundingpharmacy@yahoo.com,https://www.friendlycompoundingpharmacy.com/
TerryWhite Chemmart Whitford City,,2021,HILLARYS,Australia,Active,2025-04-17,2027-07-17,0894018466,whitfordcity@terrywhitechemmart.com.au,https://www.terrywhitechemmart.com.au
TerryWhite Chemmart Wilsonton,,69,WILSONTON,Australia,Active,2026-05-20,2028-08-20,07 4634 3434,wilsonton@terrywhitechemmart.com.au,
TerryWhite Chemmart Windsor,,5956,RIVERSIDE,Australia,Active,2025-11-15,2028-02-15,03 6327 4670,windsor@terrywhitechemmart.com.au,www.capitalchemist.com.au
TerryWhite Chemmart Winmalee,,544,WINMALEE,Australia,Active,2024-06-17,2026-09-17,0247542718,winmalee@terrywhitechemmart.com.au,https://terrywhitechemmart.com.au/
TerryWhite Chemmart Winston Glades,,20,FLINDERS VIEW,Australia,Active,2026-04-03,2028-07-02,07 3288 0555,winstonglades@terrywhitechemmart.com.au,https://www.terrywhitechemmart.com.au/stores/?detail=17396
TerryWhite Chemmart Winston Hills,,629,WINSTON HILLS,Australia,Active,2025-06-02,2027-09-02,0296247816,winstonhills@terrywhitechemmart.com.au,https://www.terrywhitechemmart.com.au/
TerryWhite Chemmart Wodonga,,531,WODONGA,Australia,Active,2025-06-27,2027-09-27,02 6024 1710,dispensary@twcwodonga.com.au,https://www.terrywhitechemmart.com.au/
TerryWhite Chemmart Woodcroft Plaza,,5372,WOODCROFT,Australia,Active,2025-10-20,2028-01-20,08 8322 8000,woodcroftplaza@terrywhitechemmart.com.au,https://www.terrywhitechemmart.com.au/
TerryWhite Chemmart Woodend,,6723,WOODEND,Australia,Active,2024-08-31,2026-12-01,03 4417 7813,,
TerryWhite Chemmart Woodlake Village,,1011,ELLENBROOK,Australia,Active,2025-02-26,2027-05-25,08 9296 8028,woodlakepharmacy@bigpond.com,https://www.terrywhitechemmart.com.au/
Terrywhite Chemmart Woodlakes Day/Night Compounding Pharmacy,,3011,WEST LAKES,Australia,Active,2025-04-24,2027-07-24,08 8268 3881,wlakespharmacy@gmail.com,
TerryWhite Chemmart Woodlea,,6588,ROCKBANK,Australia,Active,2024-11-30,2027-03-01,0397471186,,
Terrywhite Chemmart Woolworths S/C Blackwood,,1087,BLACKWOOD,Australia,Active,2025-06-15,2027-09-15,,,
TerryWhite Chemmart Woonona,,3730,WOONONA,Australia,Active,2025-06-05,2027-09-05,02 4285 4500,,
TerryWhite Chemmart Woree,,1795,WOREE,Australia,Active,2024-08-23,2026-11-23,0740542440,dispensary.woree@twcmgroup.com,
TerryWhite Chemmart Wynn Vale,,2749,WYNN VALE,Australia,Active,2025-07-08,2027-10-08,0882511252,wynnvale@healthyretail.com.au,
TerryWhite Chemmart Yarrabilba,,6561,YARRABILBA,Australia,Active,2026-06-20,2028-09-20,0730462410,,
TerryWhite Chemmart Yeronga,,4811,YERONGA,Australia,Active,2025-03-26,2027-06-25,07 3848 3858,info@yerongavillagepharmacy.com.au,https://www.guardianpharmacies.com.au/
TerryWhite Pharmacy Mascot,,2865,MASCOT,Australia,Active,2025-02-20,2027-05-19,,,
TerrywhiteChemmart Kingsford Village,,7103,BULLSBROOK,Australia,Active,2026-03-18,2028-06-18,08 9541 2000,,
Texas Pharmacy,,4257,TEXAS,Australia,Active,2025-12-22,2028-03-22,07 4653 1367,texaspharmacy28@gmail.com,
Thao Nguyen Pharmacy - Footscray,,2978,FOOTSCRAY,Australia,Active,2025-05-19,2027-08-19,03 9687 7350,thaonguyen.pharmacy@nunet.com.au,
Thao Nguyen Pharmacy Richmond,,2976,BRUNSWICK,Australia,Active,2025-05-20,2027-08-20,,,
Thao Nguyen Pharmacy St Albans,,2980,ST ALBANS,Australia,Active,2025-06-12,2027-09-12,03 9367 3421,tnpsa@hotmail.com,
The Arcade Pharmacy,,524,SOUTH WENTWORTHVILLE,Australia,Active,2026-03-04,2028-06-03,02 9631 9782,thearcadepharmacy@yahoo.com.au,
The Barossa Pharmacist In The Main Street,,5811,NURIOOTPA,Australia,Active,2025-06-23,2027-09-23,,,
The Barossa Pharmacist In The Mall,,538,NURIOOTPA,Australia,Active,2025-12-05,2028-03-05,08 8562 1550,malldispense@thebarossapharmacist.com.au,www.thebarossapharmacist.com.au
The Berry Pharmacy,,3555,BERRY,Australia,Active,2025-08-10,2027-11-10,02 4464 1091,info@berrypharmacy.com.au,https://www.berrypharmacy.com.au/
The Bridge 7 Day Pharmacy,,6410,HALLS HEAD,Australia,Active,2026-06-28,2028-09-28,0895829256,,
The Broulee Pharmacy,,5881,BROULEE,Australia,Active,2025-06-11,2027-09-11,0244716001,pharmacist@brouleepharmacy.com.au,https://www.brouleepharmacy.com.au/
The Bush Chemist Cootamundra (Beddies),,4779,COOTAMUNDRA,Australia,Active,2025-03-22,2027-06-21,,,
The Bush Chemist Leeton,,6503,LEETON,Australia,Active,2025-08-11,2027-11-11,0269536222,leeton@thebushchemist.com,
The Bush Chemist Wagga,,2162,WAGGA WAGGA,Australia,Active,2026-02-20,2028-05-19,02 6921 4652,wagga@thebushchemist.com.au,
The Bush Chemist Young,,4539,YOUNG,Australia,Active,2026-05-27,2028-08-27,02 6382 1042,,
The Centre Pharmacy Kootingal,,1857,KOOTINGAL,Australia,Active,2026-04-22,2028-07-22,02 6760 3696,kootingal@thecentrepharmacy.com.au,
The Centre Pharmacy Sans Souci,,1938,RAMSGATE BEACH,Australia,Active,2025-05-25,2027-08-25,02 9529 2030,info@centrepharmacy.com.au,http://www.healthsave.com.au/stores/healthsave-the-centre-pharmacy-ramsgate/
The Centre Pharmacy Strathfield South,,6625,STRATHFIELD SOUTH,Australia,Active,2025-02-11,2027-05-11,,,
The Centre Pharmacy Tamworth,,2692,EAST TAMWORTH,Australia,Active,2026-04-22,2028-07-22,,,
The Chemist Cessnock,,2212,CESSNOCK,Australia,Active,2025-05-01,2027-07-31,02 4990 1403,info@TheChemistCessnock.com.au,http://www.thechemistcessnock.com.au
The Chemist Shop Carss Park,,5154,CARSS PARK,Australia,Active,2025-08-14,2027-11-14,02 9546 1138,,
The Cove Discount Pharmacy,,6478,HALLETT COVE,Australia,Active,2025-04-13,2027-07-13,0883225556,,
The Dispensary Mount Lawley,,4094,MOUNT LAWLEY,Australia,Active,2026-05-13,2028-08-13,08 9271 1956,dispensary.td@tassone.com.au,
The Entrance District After Hours Pharmacy,,3984,KILLARNEY VALE,Australia,Active,2025-06-26,2027-09-26,02 4332 3424,afterhourspharmacy@yahoo.com.au,
The Entrance Pharmacy,,585,THE ENTRANCE,Australia,Active,2025-04-29,2027-07-29,0243325088,,
The Esk Pharmacy,,4593,ESK,Australia,Active,2025-02-03,2027-05-02,07 5424 1170,shop@eskpharmacy.com.au,
The Gap Day & Night Pharmacy,,351,THE GAP,Australia,Active,2025-03-25,2027-06-24,07 3300 1555,thegap@thegappharmacy.com.au,
The George Town Pharmacy,,2490,GEORGE TOWN,Australia,Active,2025-07-17,2027-10-17,,,
The Glen Amcal Pharmacy,,2874,GLEN WAVERLEY,Australia,Active,2024-09-25,2026-12-25,,,
The Greater Discount Chemist Braybrook,,2164,BRAYBROOK,Australia,Active,2026-03-25,2028-06-24,03 9311 1493,greaterdiscountbraybrook@gmail.com,
The Greater Discount Chemist Broadmeadows,,301,BROADMEADOWS,Australia,Active,2026-03-25,2028-06-24,03 9309 5871,,
The Green Dispensary Blackwood,,2648,BLACKWOOD,Australia,Active,2025-10-02,2028-01-02,08 8278 2388,blackwood@greendispensary.com.au,http://www.greendispensary.com.au
The Green Dispensary Erindale,,1035,KENSINGTON GARDENS,Australia,Active,2024-10-03,2027-01-03,08 8431 6727,erindale@greendispensary.com.au,http://www.greendispensary.com.au
The Green Dispensary Stirling,,2694,STIRLING,Australia,Active,2025-03-11,2027-06-10,08 8339 1347,stirling@greendispensary.com.au,http://www.greendispensary.com.au
The Grove Pharmacy,,3813,SEACOMBE GARDENS,Australia,Active,2025-08-15,2027-11-15,08 8296 8348,thegrove.pharmacy@nunet.com.au,
The Heritage Pharmacy,,5096,MORTDALE,Australia,Active,2026-05-15,2028-08-15,02 9580 2771,,
The Hills Chemist,,2368,BAULKHAM HILLS,Australia,Active,2025-06-08,2027-09-08,,,
The Holbrook Pharmacy,,2867,HOLBROOK,Australia,Active,2025-06-29,2027-09-29,02 6036 2055,holbrookpharmacy@hotmail.com,
The John Mitchell Pharmacy,,3884,COBAR,Australia,Active,2024-10-24,2027-01-24,02 6836 2040,johnmitchell@alliancepharmacy.com.au,
The Little Pharmacy and Shoe Shop,,6018,CAMPERDOWN,Australia,Active,2025-04-13,2027-07-13,03 5593 1111,tlp@camperdownpharmacy.com.au,
The Medical Shoppe Pharmacy Hurstville,,5287,HURSTVILLE,Australia,Active,2025-10-02,2028-01-02,,,
The Mitchell Pharmacy,,180,MITCHELL,Australia,Active,2025-11-06,2028-02-06,,,
The Narrogin Pharmacy,,3171,NARROGIN,Australia,Active,2025-05-25,2027-08-25,0898811963,care@thenarroginpharmacy.com.au,https://thenarroginpharmacy.com.au
The Oakey Pharmacy,,6,OAKEY,Australia,Active,2024-11-14,2027-02-14,07 4691 1048,disp.oakeypharm@gmail.com,
The Oaks Village Pharmacy,,3571,THE OAKS,Australia,Active,2024-11-29,2027-03-01,02 4657 1387,theoakspharmacy@hotmail.com,http://www.theoaksvillagepharmacy.com.au/default.asp?id=25
The People's Pharmacy,,7045,TAIGUM,Australia,Active,2025-03-31,2027-07-01,07 3846 4004,,
The Pharmacy Common Richmond,,6088,RICHMOND,Australia,Active,2025-09-13,2027-12-13,03 9421 5888,info@thepharmacycommon.com,https://thepharmacycommon.com
The Pharmacy Leichhardt,,5053,LEICHHARDT,Australia,Active,2025-06-27,2027-09-27,,,
The Pharmacy on Bunda,,3273,CANBERRA,Australia,Active,2024-09-30,2026-12-30,0262485250,tpob@develin.com.au,https://www.medadvisor.com.au/Network/DevelinsCityChemist
The Pharmacy on Franklin,,2758,MANUKA,Australia,Active,2024-09-30,2026-12-30,0261620007,tpof1@develin.com.au,https://www.thepharmacynetwork.com.au/
The Pharmacy on Northbourne,,3025,CANBERRA,Australia,Active,2024-09-30,2026-12-30,0261621133,tpon@develin.com.au,https://www.thepharmacynetwork.com.au/
The Pines Chempro Chemist,,1557,ELANORA,Australia,Active,2025-02-25,2027-05-24,07 5534 2233,currumbin@chempro.com.au,http://www.chempro.com.au/Our-Stores/Currumbin-Chempro-Chemist
The Saint Dispensary,,2170,ST KILDA,Australia,Active,2024-11-29,2027-03-01,03 9534 2111,info@thesaintdispensary.com.au,http://www.healthsave.com.au/stores/healthsave-acland-street-pharmacy/
The Sands Centre Pharmacy,,5696,COOLOOLA COVE,Australia,Active,2024-09-16,2026-12-16,07 5488 0399,,
The Specialist Centre Pharmacy,,657,MALVERN,Australia,Active,2025-11-28,2028-02-28,03 9500 0496,specialistcentrepharmacy@nunet.com.au,
The Stawell Pharmacy,,1281,STAWELL,Australia,Active,2025-08-12,2027-11-12,03 5358 1400,stawell@alliancepharmacy.com.au,https://alliancepharmacy.com.au/
The Urunga Pharmacy,,3733,URUNGA,Australia,Active,2025-12-10,2028-03-10,0266556104,info@theurungapharmacy.com,https://www.theurungapharmacy.com
The Village Pharmacy Burnside,,3966,GLENSIDE,Australia,Active,2025-11-15,2028-02-15,,,
The Wauchope Pharmacy,,4976,WAUCHOPE,Australia,Active,2025-11-06,2028-02-06,02 6585 2055,admin.wauchope@mediadvice.com.au,
The Wesley Pharmacy,,4064,AUCHENFLOWER,Australia,Active,2024-08-04,2026-11-04,0733711754,frontshop@wesleypharmacy.com.au,
Thengs Pharmacy,,2515,CABRAMATTA,Australia,Active,2024-10-21,2027-01-21,02 9724 4293,n.tc@hotmail.com,
Theodore Pharmacy,,6502,THEODORE,Australia,Active,2025-07-28,2027-10-28,0749932413,,
Thirlmere Pharmacy,,2303,THIRLMERE,Australia,Active,2025-03-30,2027-06-29,02 4683 2866,,
Thirroul Central Chemist,,2486,THIRROUL,Australia,Active,2024-09-06,2026-12-06,0242684711,centralchemistthirroul@gmail.com,
Thirroul Pharmacy,,959,THIRROUL,Australia,Active,2025-07-11,2027-10-11,02 4268 1067,pharmacist@thirroulpharmacy.com.au,
Thompsons TerryWhite Chemmart Eltham,,86,ELTHAM,Australia,Active,2026-02-10,2028-05-09,,,
Thorneside Pharmacy,,2234,THORNESIDE,Australia,Active,2025-03-02,2027-06-01,07 3822 3799,thorneside@sanaripharmacies.com,
Thornlands Pharmacy,,2763,THORNLANDS,Australia,Active,2025-04-20,2027-07-20,07 3488 2266,pharmacist@thornlandspharmacy.com.au,http://thornlandspharmacy.com.au/
Thornleigh Pharmacy,,874,THORNLEIGH,Australia,Active,2026-05-27,2028-08-27,,,
Thornlie Square Pharmacy,,3535,THORNLIE,Australia,Active,2024-11-25,2027-02-25,08 9459 2611,thornliesqphy@gmail.com,http://www.soulpattinson.com.au/store-locator/wa/soul-pattinson-chemist-thornlie
Thornton Discount Drug Store,,447,THORNTON,Australia,Active,2026-03-18,2028-06-17,02 4966 5359,thornton@discountdrugstores.com.au,https://www.discountdrugstores.com.au/store/thornton
Thrive Pharmacy,,459,ANNANDALE,Australia,Active,2024-08-07,2026-08-28,,,
Thurgoona Family Pharmacy,,5200,THURGOONA,Australia,Active,2024-10-08,2027-01-08,0260431444,thurgoonapharmacy@gmail.com,
Thuringowa Discount Drug Store,,296,KIRWAN,Australia,Active,2025-05-13,2027-08-13,0747732520,thuringowavillage@discountdrugstores.com.au,https://www.discountdrugstores.com.au/248-thuringowa-village/
Thurn's Pharmacy,,4790,PANANIA,Australia,Active,2025-06-21,2027-09-21,0287640155,thurnspharmacy@gmail.com,
Thursday Island Pharmacy,,4817,THURSDAY ISLAND,Australia,Active,2025-03-30,2027-06-29,07 4069 1411,manager@tipharmacy.com.au,
Tim Koerstz Pharmacy,,121,DUBBO,Australia,Active,2026-06-03,2028-09-03,02 6882 3368,tim@koerstzpharmacy.com.au,
Tim Siv's TerryWhite Chemmart Eudunda,,1191,EUDUNDA,Australia,Active,2025-01-16,2027-04-15,08 8581 1377,eudunda@sivcorppharmacy.com.au,https://www.terrywhitechemmart.com.au/
Tim Siv's TerryWhite Chemmart Kapunda,,1183,KAPUNDA,Australia,Active,2025-01-16,2027-04-15,08 8566 2052,kapunda@sivcorppharmacy.com.au,https://www.terrywhitechemmart.com.au/
Timboon Pharmacy,,3251,TIMBOON,Australia,Active,2025-07-22,2027-10-22,0355983038,timboon.pharmacy@nunet.com.au,
Timbs Pharmacy,,268,GLEN INNES,Australia,Active,2024-12-04,2027-03-04,02 6732 3016,pharmacist@timbspharmacy.com.au,https://www.timbspharmacy.com.au/
Tinana Friendlies,,5401,MARYBOROUGH,Australia,Active,2025-02-01,2027-04-30,,,
Tindale Pharmacy,,2779,PENRITH,Australia,Active,2026-02-16,2028-05-15,,,
TLC Pharmacy Europa,,2733,SALISBURY DOWNS,Australia,Active,2025-10-09,2028-01-09,08 8258 8470,tlceuropa@hotmail.com,
TLC Pharmacy Hanson,,4534,WOODVILLE GARDENS,Australia,Active,2025-08-06,2027-11-06,08 8347 3515,tlchanson@hotmail.com,
TLC Pharmacy Taperoo,,4690,TAPEROO,Australia,Active,2025-07-30,2027-10-30,08 8248 1355,tlctaperoo@gmail.com,
Tocumwal Pharmacy,,3352,TOCUMWAL,Australia,Active,2026-02-27,2028-05-26,03 5874 2082,tocumwal@alliancepharmacy.com.au,
Tolar Pharmacy,,5055,NORTHMEAD,Australia,Active,2026-03-13,2028-06-12,02 9630 7717,info@tolarpharmacy.com.au,
Tom Lane Pharmacy Botanic Ridge,,6891,BOTANIC RIDGE,Australia,Active,2024-10-31,2027-01-31,0391220822,botanicridge@tomlane.com.au,
Tom Lane Pharmacy Craigieburn,,6791,CRAIGIEBURN,Australia,Active,2025-04-12,2027-07-12,03 9489 0948,,
Tom Lane Pharmacy Greensborough,,2417,GREENSBOROUGH,Australia,Active,2025-05-01,2027-07-31,03 9434 4333,greensborough@tomlane.com.au,
Tom Lane Pharmacy The Pines,,6632,DONCASTER EAST,Australia,Active,2025-11-06,2028-02-06,,,
Tom Price Pharmacy,,1294,TOM PRICE,Australia,Active,2025-05-10,2027-08-10,,,
Tongala Pharmacy,,437,TONGALA,Australia,Active,2025-06-29,2027-09-29,03 5859 0309,tongalapharmacy@gmail.com,
Toodyay Pharmacy,,4504,TOODYAY,Australia,Active,2024-10-18,2027-01-18,08 9574 2393,toodyaypharmacy888@yahoo.com,
Toogoolawah Pharmacy,,505,TOOGOOLAWAH,Australia,Active,2024-07-28,2026-10-28,07 5423 1341,toogoolawahpharmacy@hotmail.com,
